day_of_year,time_minutes,longitude,latitude,occupancy
147,903,77.572979,12.958932,medium
158,1248,77.619297,12.977107,low
96,754,77.600914,12.956863,high
54,845,77.645942,12.975457,high
81,1078,77.639208,12.987168,high
238,399,77.642704,12.930231,low
97,1083,77.59745,12.920271,low
164,686,77.630737,12.985339,high
120,1156,77.585344,12.971168,low
355,1292,77.553485,12.935517,medium
218,842,77.625701,12.962787,medium
29,964,77.576375,12.973553,medium
27,1300,77.601948,12.964563,high
80,718,77.591029,12.956076,high
212,588,77.620588,12.973703,low
59,902,77.61693,12.953038,medium
283,476,77.604568,12.905134,medium
112,806,77.581991,12.927948,low
6,555,77.599447,12.987773,medium
354,1104,77.608162,12.982792,high
201,1007,77.586687,12.959196,medium
104,482,77.623429,12.962858,medium
138,910,77.609532,12.982881,low
141,1094,77.591497,12.90345,high
156,1040,77.617902,12.982381,low
188,980,77.612403,12.96744,high
332,1071,77.550652,12.959607,medium
271,1171,77.5793,12.971595,medium
27,702,77.564321,12.970963,medium
339,1001,77.584487,12.921944,medium
109,735,77.636841,12.908195,medium
133,383,77.582939,12.982127,low
8,707,77.645871,12.917772,high
11,1266,77.555551,12.907695,medium
252,824,77.608433,12.967927,medium
156,972,77.577883,12.931115,high
31,618,77.571153,12.966383,medium
200,1087,77.579722,12.974693,high
351,1277,77.642358,12.91426,low
224,781,77.599477,12.933167,medium
26,802,77.572312,12.952115,medium
264,896,77.562614,12.907643,high
334,1091,77.569551,12.919886,medium
210,419,77.615689,12.916082,medium
151,551,77.610136,12.928995,medium
255,616,77.550686,12.908094,medium
193,623,77.634901,12.931972,medium
209,641,77.642287,12.965571,medium
147,980,77.614314,12.981936,medium
258,913,77.55561,12.909964,high
210,718,77.601778,12.964155,high
275,983,77.5678,12.907819,medium
234,1060,77.648931,12.987991,medium
182,715,77.618022,12.978945,low
126,844,77.554962,12.94656,medium
121,994,77.647755,12.965508,medium
350,1152,77.577336,12.952635,high
267,753,77.62985,12.95839,high
48,859,77.636466,12.913176,high
222,1026,77.59803,12.975261,medium
46,572,77.563803,12.902662,low
120,1046,77.58437,12.921842,high
337,533,77.565804,12.910727,high
45,1106,77.589336,12.976222,low
167,376,77.614711,12.947321,high
31,1047,77.629134,12.989954,low
353,1102,77.566214,12.902322,high
362,709,77.649358,12.902256,low
202,528,77.610145,12.930613,medium
353,691,77.551766,12.978291,high
152,732,77.564808,12.945153,medium
16,572,77.582365,12.900887,high
285,1185,77.619427,12.98441,high
69,849,77.588998,12.931828,medium
275,616,77.569131,12.946941,low
175,1225,77.611976,12.930599,high
342,1157,77.582214,12.971819,high
363,1210,77.609602,12.974381,high
109,466,77.610827,12.939587,medium
254,1125,77.649029,12.93125,low
134,819,77.589823,12.935636,low
269,974,77.572185,12.988882,low
144,1273,77.631124,12.945085,low
363,1251,77.611248,12.93846,medium
11,570,77.615552,12.973628,medium
52,526,77.640677,12.980529,medium
241,467,77.593226,12.970877,high
182,637,77.555674,12.954884,high
190,417,77.577423,12.919602,medium
17,1245,77.598031,12.946749,low
270,898,77.614809,12.93701,medium
227,389,77.613063,12.944627,low
168,1087,77.556424,12.974147,low
146,733,77.626766,12.978379,medium
165,1083,77.563878,12.979321,medium
284,862,77.599832,12.931878,medium
306,1237,77.627453,12.987998,high
33,537,77.551251,12.92944,medium
349,525,77.587871,12.963619,low
83,825,77.609568,12.910188,high
10,584,77.617743,12.989277,high
342,1238,77.596153,12.963892,low
347,943,77.6429,12.938911,high
339,1233,77.592716,12.911565,medium
344,484,77.62035,12.906659,medium
5,852,77.641799,12.94267,low
57,1202,77.630098,12.916591,low
144,972,77.623721,12.904946,medium
200,882,77.571296,12.906633,low
10,1168,77.644046,12.975477,high
289,869,77.562426,12.972586,high
261,1237,77.612117,12.947293,low
155,522,77.586887,12.933849,medium
307,450,77.562387,12.9342,low
140,419,77.633641,12.940356,medium
265,1177,77.64497,12.927019,medium
254,1011,77.617114,12.93529,low
52,708,77.555243,12.922243,low
11,442,77.610938,12.98423,high
260,451,77.61793,12.966513,low
296,1015,77.57632,12.96411,high
26,658,77.574386,12.935323,low
135,1301,77.550766,12.907111,medium
119,1192,77.579741,12.977798,medium
89,664,77.560871,12.908343,high
243,915,77.561191,12.906182,high
158,956,77.595027,12.957379,high
92,748,77.643175,12.917701,high
183,919,77.647176,12.901311,low
179,494,77.607682,12.918261,high
155,1214,77.600845,12.936808,medium
68,1083,77.629879,12.915803,high
89,938,77.648411,12.941475,medium
125,521,77.611531,12.93416,medium
339,890,77.586265,12.983919,high
51,932,77.63818,12.976104,high
362,507,77.558636,12.933044,low
125,639,77.557809,12.97072,low
145,920,77.554807,12.924063,medium
28,859,77.639596,12.917273,high
178,1153,77.613759,12.912133,medium
184,672,77.589558,12.989696,low
64,1235,77.622815,12.926037,high
115,809,77.552648,12.941462,high
266,830,77.625976,12.939577,high
299,461,77.629678,12.91787,medium
286,636,77.550248,12.960442,high
214,398,77.552767,12.914761,low
272,1187,77.561535,12.986098,low
113,1045,77.557473,12.940107,medium
233,530,77.572888,12.970308,high
143,743,77.555926,12.919917,high
4,866,77.6464,12.923302,low
29,897,77.59121,12.97092,high
335,640,77.594278,12.989868,low
322,429,77.599634,12.90872,medium
253,644,77.642534,12.978177,low
231,1094,77.602886,12.944604,high
348,1073,77.618037,12.938359,low
335,911,77.569557,12.918265,high
221,733,77.553656,12.906824,low
14,450,77.619181,12.947401,medium
11,1174,77.572825,12.929569,high
333,620,77.623274,12.913571,medium
107,431,77.632487,12.978968,medium
128,369,77.647032,12.947262,low
204,1154,77.628928,12.911176,medium
177,485,77.598229,12.949587,high
276,627,77.589933,12.956518,medium
102,820,77.613873,12.962339,medium
46,427,77.597009,12.946389,high
9,408,77.577481,12.918685,high
212,570,77.556534,12.963169,high
290,1099,77.603801,12.976258,low
298,810,77.576393,12.923321,low
185,1084,77.628056,12.978209,high
99,546,77.588192,12.972086,high
290,1158,77.649017,12.946629,medium
193,757,77.55029,12.904104,medium
327,542,77.642245,12.98031,medium
250,1311,77.557418,12.939581,low
271,1188,77.580741,12.930926,low
13,952,77.631938,12.952163,high
327,395,77.573805,12.965877,high
246,550,77.552941,12.985226,high
77,522,77.644722,12.981984,low
246,837,77.639532,12.97372,high
174,1165,77.631703,12.964216,low
185,581,77.603558,12.96924,high
282,775,77.554123,12.928568,low
189,391,77.561724,12.908281,medium
250,938,77.584038,12.989013,high
72,1074,77.632227,12.972656,low
353,724,77.640669,12.950349,medium
15,1168,77.647336,12.976189,low
335,894,77.557724,12.967422,low
7,762,77.560344,12.946423,low
21,930,77.613987,12.913505,low
333,987,77.587962,12.961177,low
198,446,77.614417,12.955927,medium
127,970,77.586751,12.970134,low
184,361,77.552717,12.920377,low
211,1292,77.575457,12.958871,high
25,1021,77.620049,12.903394,low
148,614,77.555159,12.948662,low
259,1107,77.604767,12.901678,medium
16,822,77.573426,12.950569,medium
227,620,77.612779,12.921047,high
133,661,77.552211,12.975663,high
300,785,77.57213,12.902598,high
85,1176,77.591367,12.972362,low
41,1113,77.557468,12.966799,medium
86,688,77.565177,12.911944,low
204,697,77.622165,12.929235,medium
334,1192,77.562262,12.973616,high
33,1295,77.624736,12.972714,high
322,521,77.58688,12.91643,low
123,761,77.594414,12.901559,low
95,601,77.586224,12.934686,medium
327,1271,77.565643,12.964851,medium
140,575,77.648153,12.96384,medium
298,834,77.636316,12.925706,medium
93,1145,77.609734,12.955743,medium
173,1088,77.575733,12.933967,medium
182,1258,77.572218,12.97922,medium
247,575,77.640012,12.904833,medium
116,470,77.587671,12.912829,high
171,972,77.562647,12.987771,medium
145,1149,77.55596,12.986735,high
109,1145,77.585157,12.905445,high
233,882,77.588452,12.975496,low
126,836,77.596797,12.97142,medium
149,609,77.591189,12.977374,low
123,776,77.582151,12.919365,low
57,1252,77.591894,12.971315,medium
119,587,77.637547,12.927599,high
46,1211,77.611386,12.981455,medium
211,529,77.642705,12.980192,high
193,1210,77.555175,12.931547,low
39,556,77.551296,12.906718,low
22,666,77.621638,12.954053,medium
236,579,77.634438,12.923812,low
363,485,77.573479,12.964997,medium
281,1154,77.550529,12.967844,low
204,363,77.581802,12.961941,medium
355,1306,77.639579,12.914126,medium
143,365,77.560607,12.969981,low
221,944,77.588543,12.946847,medium
137,632,77.637264,12.911159,low
346,774,77.600895,12.951394,low
140,801,77.55626,12.975164,low
363,435,77.557309,12.965138,high
151,577,77.573066,12.929839,high
49,411,77.630121,12.975755,high
282,1065,77.624387,12.934313,medium
222,499,77.610798,12.912206,low
216,648,77.603562,12.919459,medium
137,1045,77.646199,12.987967,medium
27,716,77.623144,12.949095,high
309,1203,77.56901,12.926158,high
283,884,77.610124,12.922713,high
162,566,77.603662,12.980482,medium
146,1206,77.558077,12.967317,high
59,770,77.568538,12.931639,high
110,420,77.594625,12.912845,medium
231,952,77.639329,12.93055,high
119,389,77.640647,12.978896,low
281,632,77.641763,12.989597,high
98,478,77.59087,12.955257,high
6,588,77.566771,12.960054,medium
45,371,77.58365,12.963211,high
323,671,77.608641,12.906142,high
131,895,77.556681,12.965326,high
202,831,77.64667,12.929049,high
190,523,77.574024,12.961223,medium
175,1018,77.577015,12.969764,high
348,944,77.629297,12.936311,high
135,800,77.649772,12.937587,low
202,740,77.630921,12.967346,medium
251,863,77.58365,12.980056,medium
182,806,77.599156,12.975748,high
215,997,77.563259,12.95493,high
345,849,77.646516,12.955589,low
255,1306,77.607829,12.983305,low
175,895,77.56625,12.920353,medium
196,1252,77.630725,12.967737,low
150,779,77.597304,12.95565,low
24,407,77.649401,12.907007,low
282,1308,77.617253,12.923422,high
254,716,77.643886,12.957262,low
52,1268,77.574145,12.921524,high
136,1295,77.574475,12.956639,high
82,665,77.601133,12.923764,low
43,645,77.613923,12.925321,medium
47,404,77.613756,12.975192,high
201,557,77.606057,12.980917,high
166,1202,77.644022,12.987427,medium
173,395,77.572644,12.977167,high
345,636,77.571947,12.90971,medium
136,608,77.576218,12.968632,low
227,398,77.61227,12.934649,low
157,1063,77.619323,12.963594,medium
289,1196,77.600548,12.944719,low
283,1315,77.609347,12.971054,low
272,942,77.607935,12.903687,high
322,760,77.629005,12.942953,medium
54,511,77.55353,12.900169,medium
173,440,77.615249,12.940446,high
306,1170,77.630665,12.96083,low
233,1111,77.639411,12.947148,high
299,507,77.57672,12.962062,low
159,550,77.570772,12.943423,low
277,453,77.569774,12.955068,high
92,663,77.577014,12.981476,medium
362,1141,77.604081,12.915844,high
342,804,77.61033,12.908755,low
31,584,77.644737,12.904802,low
180,622,77.604132,12.965286,high
333,960,77.598222,12.974383,medium
162,1170,77.627996,12.944996,medium
316,481,77.645677,12.927523,high
62,467,77.633847,12.915452,low
342,760,77.563016,12.909541,medium
87,995,77.632646,12.935902,low
292,842,77.602396,12.974191,low
197,671,77.565136,12.926354,medium
324,509,77.627702,12.932785,high
2,1071,77.562446,12.975035,low
237,393,77.555023,12.98294,high
129,1165,77.616207,12.920857,high
60,1106,77.617254,12.95463,low
364,447,77.606034,12.982223,low
143,838,77.580873,12.968937,medium
27,589,77.593681,12.90961,low
254,1262,77.614628,12.919425,medium
244,961,77.600339,12.97647,high
258,378,77.567581,12.910317,low
178,1177,77.616506,12.959812,high
92,655,77.557833,12.937129,high
309,715,77.592638,12.960757,low
313,772,77.608591,12.925814,medium
351,731,77.606061,12.984182,high
17,1184,77.58858,12.918085,medium
146,487,77.573084,12.934382,medium
151,368,77.574538,12.985801,medium
323,486,77.578919,12.912655,high
267,815,77.627034,12.987291,low
230,548,77.619969,12.919469,high
122,877,77.640645,12.959126,high
227,371,77.637748,12.945325,low
309,381,77.623653,12.930501,high
353,1298,77.582893,12.912844,high
76,797,77.606825,12.902356,high
124,1121,77.565768,12.966209,high
52,467,77.601763,12.925327,low
326,576,77.595622,12.985562,low
3,391,77.565422,12.91823,low
43,891,77.628634,12.938829,high
106,779,77.591392,12.934871,high
159,362,77.633938,12.942813,medium
150,597,77.60196,12.926368,low
188,720,77.648706,12.927308,high
247,820,77.572331,12.945045,high
72,1015,77.596892,12.960156,medium
41,658,77.59804,12.95793,medium
37,1008,77.612033,12.918144,low
96,1217,77.599149,12.989185,low
319,1223,77.610481,12.976428,low
228,1275,77.566138,12.967857,low
26,716,77.566419,12.975413,high
49,575,77.562364,12.987409,high
271,883,77.636855,12.947647,high
58,1203,77.645893,12.947668,medium
342,836,77.589727,12.911446,low
254,941,77.60513,12.926427,low
212,826,77.579902,12.966102,high
299,991,77.574458,12.962475,low
110,517,77.632871,12.976768,high
211,1211,77.621471,12.957823,medium
27,663,77.557499,12.961485,medium
29,525,77.587505,12.971506,medium
164,831,77.596539,12.948423,medium
301,790,77.642901,12.931899,high
275,499,77.641783,12.981774,medium
154,615,77.618193,12.92352,high
246,428,77.632156,12.978637,high
21,1180,77.557344,12.93228,medium
224,452,77.585706,12.949786,low
29,911,77.646412,12.904575,medium
185,1192,77.610278,12.941052,high
170,1258,77.568946,12.96923,low
301,1137,77.58698,12.928194,high
85,554,77.568596,12.91047,high
26,373,77.573729,12.976377,medium
339,461,77.580294,12.976583,high
66,547,77.565975,12.972828,medium
238,1073,77.621004,12.913489,high
341,966,77.607704,12.952758,high
341,611,77.598006,12.937948,low
247,1151,77.611743,12.95967,high
188,728,77.607958,12.965371,medium
144,1269,77.605184,12.956185,high
319,629,77.600375,12.906251,medium
24,607,77.553369,12.905402,medium
32,508,77.646972,12.936731,medium
339,835,77.594228,12.900845,high
197,1168,77.614919,12.974367,high
15,802,77.609634,12.946282,medium
342,783,77.579627,12.937377,high
315,524,77.638389,12.9292,medium
73,527,77.569393,12.967293,high
1,878,77.603965,12.97042,medium
331,570,77.574976,12.946867,low
117,1233,77.582581,12.934525,high
21,1164,77.555092,12.906545,low
57,829,77.55588,12.94619,low
116,1095,77.639204,12.958289,high
235,700,77.579214,12.92166,high
3,973,77.614346,12.984445,medium
277,935,77.635498,12.970077,high
85,475,77.635021,12.907258,high
273,1112,77.588457,12.90497,low
250,1182,77.583342,12.920144,medium
201,1108,77.573185,12.967075,medium
267,683,77.57036,12.965077,low
267,1255,77.578642,12.923502,medium
151,684,77.555134,12.904147,high
310,784,77.635871,12.983741,medium
290,1074,77.622183,12.902297,high
354,729,77.632021,12.903251,low
48,360,77.585594,12.943798,low
317,1054,77.583355,12.970248,medium
342,792,77.620193,12.932974,low
272,493,77.555809,12.973046,high
322,1070,77.58498,12.968102,medium
102,971,77.587978,12.942581,medium
232,1184,77.605742,12.982422,medium
98,929,77.644182,12.98632,high
204,551,77.607822,12.960154,medium
344,550,77.636693,12.955848,low
40,524,77.570339,12.962591,low
144,1081,77.62857,12.932817,medium
29,937,77.588056,12.955966,high
155,369,77.628698,12.985659,high
174,365,77.573406,12.92316,medium
225,894,77.577656,12.937545,low
335,1314,77.635772,12.968944,high
202,1236,77.614419,12.949595,medium
363,429,77.603382,12.984682,high
155,477,77.566075,12.92587,high
332,988,77.583888,12.942909,low
235,663,77.557858,12.909839,medium
35,701,77.607092,12.989077,low
156,1056,77.604374,12.972803,low
253,1064,77.564857,12.935691,high
72,1040,77.649759,12.928689,low
63,775,77.604354,12.949256,medium
335,447,77.634983,12.986881,low
208,771,77.573553,12.940805,medium
318,1244,77.569916,12.939402,high
191,1008,77.60411,12.924563,medium
44,514,77.55147,12.937807,high
132,1058,77.594532,12.978641,high
306,457,77.639293,12.9351,high
350,675,77.621827,12.912325,high
116,963,77.597204,12.904335,low
168,816,77.573978,12.941743,high
170,636,77.646092,12.911271,high
296,770,77.566752,12.926068,low
336,1217,77.575826,12.96601,high
185,618,77.636463,12.953605,low
226,671,77.555328,12.930503,medium
356,1042,77.600945,12.954235,medium
162,520,77.590253,12.932232,medium
81,591,77.611613,12.94821,high
128,1259,77.585772,12.980402,high
339,1136,77.643584,12.967709,low
218,468,77.634069,12.922174,medium
200,897,77.62601,12.947672,medium
228,411,77.556354,12.906642,high
70,630,77.603003,12.940243,low
269,417,77.635802,12.967726,low
50,643,77.568019,12.921857,medium
212,1274,77.569759,12.910973,low
132,1002,77.580283,12.93728,low
300,876,77.642257,12.919783,high
102,886,77.644852,12.98632,medium
250,1310,77.615729,12.988483,high
12,512,77.600719,12.946883,medium
325,1315,77.59299,12.961654,low
88,1016,77.563358,12.953629,high
39,1139,77.55277,12.987505,high
48,964,77.642532,12.949389,high
164,1297,77.563589,12.924488,medium
167,514,77.626868,12.953879,low
82,599,77.627788,12.908498,high
173,1070,77.646969,12.933777,high
284,980,77.561367,12.963865,medium
101,1067,77.582616,12.966253,low
301,1136,77.646648,12.965522,high
189,1175,77.569421,12.935564,high
355,594,77.626377,12.954936,high
287,1263,77.563129,12.913,high
334,974,77.603122,12.907185,low
117,1116,77.612911,12.928828,low
42,937,77.572308,12.95421,high
130,486,77.594338,12.954529,low
237,660,77.644066,12.95764,high
129,768,77.593547,12.913894,low
114,875,77.643159,12.930089,high
115,411,77.643103,12.973314,high
247,664,77.632493,12.951888,medium
196,809,77.570085,12.960822,medium
1,582,77.578345,12.970689,high
78,1031,77.648424,12.978366,high
173,853,77.616968,12.940557,medium
54,1127,77.612164,12.974936,low
113,1024,77.604191,12.949031,low
218,1067,77.559729,12.916352,low
185,519,77.591967,12.916655,high
12,1185,77.554643,12.929779,high
5,1181,77.554354,12.934978,medium
177,386,77.558938,12.905928,low
107,1017,77.635405,12.981812,low
293,1084,77.630793,12.952648,high
208,1017,77.64257,12.932141,medium
71,1002,77.630736,12.97039,low
124,1121,77.642999,12.931107,high
166,370,77.626511,12.978979,high
186,974,77.647735,12.963182,medium
117,1262,77.642611,12.94105,medium
325,1057,77.590648,12.981008,low
116,386,77.624486,12.911287,medium
51,912,77.590155,12.916537,medium
114,403,77.590799,12.953858,low
214,1088,77.611393,12.947757,medium
80,676,77.615416,12.967863,high
96,979,77.615863,12.915631,low
233,1034,77.550514,12.94541,medium
13,411,77.614111,12.973643,high
93,781,77.613613,12.949786,low
249,1123,77.565382,12.972959,medium
165,1160,77.613701,12.971194,low
324,1217,77.568002,12.963355,high
41,374,77.630019,12.903873,high
64,767,77.565937,12.981376,low
34,1194,77.554563,12.916504,low
334,1198,77.56649,12.916289,medium
321,842,77.591104,12.975876,low
138,757,77.622861,12.936273,high
320,597,77.649002,12.949203,high
242,1305,77.648221,12.960341,low
6,601,77.637922,12.911641,medium
66,483,77.603383,12.924625,medium
117,710,77.55067,12.96546,low
174,1185,77.619755,12.943835,low
85,568,77.578389,12.971818,low
144,629,77.64985,12.913887,high
297,1244,77.558986,12.964382,low
134,519,77.58348,12.985825,low
307,1270,77.615616,12.946154,medium
108,1081,77.611458,12.961483,high
113,1138,77.56531,12.934541,high
198,407,77.559216,12.963169,low
361,448,77.564695,12.980488,medium
226,1235,77.565113,12.965096,low
60,543,77.562159,12.917766,high
23,422,77.618608,12.921816,low
214,1309,77.564576,12.931204,low
108,563,77.607112,12.909483,low
83,1187,77.634573,12.955743,high
255,1211,77.620503,12.949857,medium
73,510,77.56764,12.91164,medium
198,736,77.641386,12.974734,high
29,1298,77.586054,12.984601,low
209,964,77.593958,12.932143,medium
185,753,77.573096,12.928041,high
56,551,77.580942,12.935324,low
326,1259,77.583671,12.958142,medium
90,653,77.642475,12.92878,low
308,1118,77.566294,12.927588,high
287,1022,77.616675,12.938123,high
7,461,77.56072,12.953887,medium
185,1131,77.61785,12.97056,low
21,1303,77.6007,12.908842,high
95,1295,77.551635,12.942103,low
347,1005,77.617776,12.922535,medium
22,440,77.631075,12.967155,low
30,634,77.601972,12.972034,low
150,811,77.624901,12.968459,low
226,1283,77.569842,12.95769,medium
106,698,77.62702,12.916162,low
215,518,77.605452,12.904828,medium
39,465,77.618564,12.914972,low
297,1029,77.599866,12.942912,high
58,1180,77.583269,12.985632,high
355,527,77.555165,12.961037,low
267,636,77.602849,12.903369,medium
324,1114,77.570942,12.920226,low
111,495,77.628712,12.979509,high
107,1060,77.55322,12.975673,medium
188,563,77.628551,12.989863,low
289,971,77.620972,12.921574,high
62,1223,77.598166,12.918031,medium
351,731,77.55066,12.946449,medium
8,650,77.555804,12.911669,low
155,933,77.581204,12.928347,medium
144,1169,77.557827,12.978633,medium
291,607,77.605043,12.953182,high
58,753,77.563974,12.960807,high
149,608,77.631348,12.904413,high
205,402,77.62787,12.984398,high
96,776,77.596122,12.929531,medium
232,1134,77.597038,12.964946,high
328,995,77.579671,12.978717,medium
95,1063,77.638956,12.940561,low
150,1303,77.63427,12.977009,medium
118,1185,77.614379,12.962601,medium
300,881,77.633906,12.964604,medium
224,775,77.556017,12.917133,high
210,368,77.594315,12.910445,medium
47,1088,77.576085,12.945817,low
210,884,77.602366,12.940922,low
232,1120,77.613266,12.913102,high
88,873,77.635301,12.965531,high
53,783,77.618034,12.949574,high
81,1113,77.612112,12.915644,low
139,522,77.581754,12.948218,medium
337,606,77.567167,12.962983,high
258,660,77.629143,12.922757,low
46,934,77.580908,12.988078,low
340,1081,77.592265,12.965635,high
333,1137,77.602342,12.938983,high
127,493,77.573886,12.985817,high
235,1172,77.605283,12.919293,high
279,952,77.579729,12.985193,low
270,683,77.604499,12.926055,low
194,717,77.627957,12.91292,high
122,532,77.588683,12.925204,low
143,508,77.585426,12.983795,low
33,699,77.60729,12.920878,medium
254,574,77.58525,12.906039,medium
112,843,77.606374,12.964908,high
215,1088,77.642159,12.931645,medium
361,490,77.642181,12.905661,high
356,895,77.630285,12.97414,high
331,869,77.579184,12.972525,low
135,844,77.643742,12.948527,medium
111,431,77.564193,12.961072,medium
267,979,77.615319,12.93552,low
216,1161,77.601716,12.960974,low
57,616,77.606644,12.965684,low
56,640,77.603749,12.910189,low
16,536,77.628863,12.909115,medium
343,702,77.625601,12.951924,medium
18,1249,77.597848,12.924067,low
17,1319,77.552144,12.923397,low
148,380,77.55847,12.984964,low
327,685,77.616533,12.935366,low
163,1176,77.571309,12.973752,high
330,1257,77.607591,12.924823,low
230,820,77.620223,12.984738,high
255,1013,77.583951,12.909604,low
189,506,77.608085,12.93708,low
45,959,77.638877,12.901721,low
114,416,77.553766,12.975402,high
164,1049,77.571646,12.912872,medium
148,906,77.636836,12.949389,high
140,957,77.64624,12.95067,high
113,950,77.559847,12.985222,medium
236,1304,77.591212,12.963102,low
255,976,77.602309,12.900818,high
40,1238,77.642233,12.941833,high
273,570,77.562551,12.919122,low
292,1265,77.552378,12.919173,high
119,1069,77.566059,12.942795,low
14,546,77.643636,12.963619,low
74,1030,77.552885,12.987296,medium
247,856,77.599488,12.946796,medium
200,545,77.560396,12.982292,low
313,1023,77.57197,12.936145,medium
135,949,77.614162,12.987278,low
243,781,77.558315,12.985724,low
113,873,77.591971,12.97831,high
205,1311,77.557413,12.959734,medium
157,775,77.636518,12.967963,high
273,702,77.571793,12.900347,medium
345,795,77.649458,12.981578,low
7,410,77.592898,12.93747,medium
217,899,77.629657,12.907266,medium
305,789,77.572548,12.913037,medium
256,1237,77.569496,12.957985,medium
140,676,77.571439,12.926667,low
350,1165,77.611453,12.987776,medium
100,1253,77.642646,12.926744,low
300,889,77.557583,12.974759,low
298,925,77.605057,12.906195,medium
266,719,77.623657,12.953363,low
2,1133,77.57252,12.946015,high
242,699,77.624151,12.981614,low
159,597,77.591201,12.940983,low
229,698,77.620465,12.924878,medium
121,1186,77.595749,12.919188,low
295,1149,77.584306,12.913907,low
194,908,77.592568,12.909418,high
73,1205,77.583007,12.978368,low
301,423,77.560043,12.960442,medium
221,662,77.604486,12.970301,medium
59,1103,77.58898,12.937899,low
331,715,77.587616,12.975923,high
256,899,77.565741,12.949731,medium
51,715,77.631825,12.912494,high
311,946,77.592117,12.950318,high
271,1100,77.620277,12.988427,medium
216,1163,77.581088,12.97502,low
174,978,77.607453,12.9682,medium
270,457,77.594859,12.936313,low
102,648,77.599799,12.968612,medium
271,901,77.57159,12.984938,high
295,1043,77.589192,12.916578,high
73,800,77.623222,12.908604,high
195,1173,77.633719,12.93883,low
345,519,77.565159,12.944302,high
294,521,77.624386,12.906251,low
247,524,77.641915,12.951589,high
311,1122,77.568106,12.928423,low
53,611,77.617252,12.9802,medium
68,1192,77.575309,12.988811,high
152,456,77.568786,12.968082,high
285,1164,77.570829,12.904695,low
112,462,77.577785,12.953462,medium
121,1272,77.582949,12.988457,low
12,1080,77.600762,12.985175,medium
98,587,77.62972,12.925279,low
325,968,77.648373,12.947364,low
82,515,77.586857,12.95211,medium
86,635,77.561407,12.957613,low
218,539,77.621345,12.977789,medium
147,1017,77.568419,12.924111,medium
133,814,77.647125,12.9539,low
223,987,77.562503,12.924432,medium
59,927,77.577024,12.971522,high
10,1060,77.615032,12.924967,high
249,1224,77.594901,12.919674,high
107,541,77.625377,12.95485,low
23,995,77.608781,12.978363,low
107,411,77.553126,12.919559,high
173,1096,77.566658,12.935373,medium
280,1170,77.594472,12.921196,low
239,755,77.586334,12.935163,medium
340,541,77.585638,12.916313,medium
330,414,77.574317,12.905566,medium
324,665,77.606407,12.966602,medium
110,806,77.618185,12.936922,medium
343,789,77.632977,12.971368,high
64,728,77.555615,12.949617,low
49,1196,77.562814,12.938098,high
86,497,77.637043,12.93789,high
227,1077,77.623918,12.911201,high
166,861,77.577907,12.930449,high
249,526,77.591776,12.973427,high
277,742,77.591295,12.983616,medium
253,1211,77.640341,12.970289,low
310,545,77.557233,12.958569,high
138,804,77.607275,12.903654,medium
25,369,77.585098,12.906819,medium
233,1211,77.609211,12.936766,low
327,385,77.625911,12.968148,low
139,516,77.600207,12.921311,high
81,1121,77.607028,12.901894,medium
345,697,77.610984,12.905493,medium
192,869,77.63484,12.922941,low
351,1022,77.6044,12.951517,medium
331,885,77.591677,12.92409,low
345,458,77.56873,12.9638,medium
243,519,77.578858,12.96066,high
70,1268,77.632978,12.904303,low
121,754,77.635029,12.927792,low
257,530,77.608624,12.969513,high
322,628,77.649097,12.919462,low
120,897,77.609673,12.931878,high
343,971,77.619506,12.939888,high
342,757,77.550317,12.968263,medium
278,837,77.644907,12.933316,high
330,1310,77.629009,12.971039,medium
289,1187,77.586825,12.945228,medium
75,383,77.59144,12.945988,medium
65,1199,77.640085,12.973855,high
82,1259,77.641269,12.942131,medium
292,1270,77.626686,12.95456,low
294,500,77.621055,12.961214,high
2,609,77.555852,12.972365,high
191,1173,77.587254,12.904649,medium
153,1206,77.552298,12.952879,high
184,1086,77.559359,12.932158,high
346,668,77.641331,12.921081,medium
326,730,77.565032,12.918341,high
336,1167,77.582408,12.964508,high
286,493,77.64801,12.937572,low
271,1240,77.618643,12.948122,medium
228,1189,77.622188,12.976135,high
27,633,77.649564,12.955667,medium
4,416,77.613028,12.942534,medium
352,1082,77.639205,12.964047,high
334,440,77.610383,12.93289,high
61,1171,77.627431,12.951077,low
13,1258,77.62921,12.985533,medium
219,1194,77.63115,12.953528,medium
59,933,77.586332,12.959344,medium
64,385,77.643577,12.988114,medium
146,495,77.647643,12.906177,high
136,1302,77.617901,12.969246,medium
21,510,77.606958,12.918025,low
91,1301,77.55907,12.937814,high
230,913,77.567732,12.976418,low
335,1228,77.610046,12.91547,low
127,948,77.616132,12.934791,medium
174,1038,77.604935,12.923068,medium
260,1076,77.610133,12.981463,high
257,1057,77.553894,12.922221,medium
123,829,77.592508,12.970092,medium
96,459,77.55618,12.906991,low
98,612,77.616414,12.935225,medium
346,935,77.630348,12.928575,low
46,414,77.647404,12.934391,medium
318,480,77.590476,12.903804,medium
313,389,77.569934,12.981683,low
46,365,77.622681,12.979536,low
113,1205,77.642996,12.905444,low
342,664,77.642553,12.949608,high
143,1233,77.618757,12.938851,high
288,1116,77.618036,12.902801,low
89,1161,77.647672,12.965041,medium
14,950,77.559405,12.944541,medium
234,678,77.635969,12.913947,low
36,413,77.608358,12.901397,medium
116,883,77.571565,12.929537,high
179,631,77.571055,12.980404,high
