DayOfWeek,TimeOfDayMinutes,StationName,Latitude,Longitude,Occupancy
3,934,Green Park,28.55979,77.20682,medium
3,731,Jor Bagh,28.58708,77.21209,medium
3,677,Patel Chowk,28.62295,77.21389,medium
1,426,Noida City Centre,28.574,77.355,low
5,226,Lajpat Nagar,28.57079,77.23653,low
3,1425,Noida City Centre,28.574,77.355,low
2,733,Lajpat Nagar,28.57079,77.23653,medium
1,103,Chandni Chowk,28.65785,77.23014,low
4,1278,AIIMS,28.61474,77.21191,low
5,645,INA,28.57526,77.20935,high
2,481,Patel Chowk,28.62295,77.21389,low
5,1266,Rajiv Chowk,28.632818,77.218264,low
2,1415,AIIMS,28.61474,77.21191,low
2,1336,Karol Bagh,28.644,77.18855,low
2,747,Kashmere Gate,28.6675,77.228167,medium
3,1341,Kashmere Gate,28.6675,77.228167,low
3,688,Qutab Minar,28.51302,77.18648,medium
4,46,New Delhi,28.642194,77.2215,low
4,512,AIIMS,28.61474,77.21191,low
4,283,New Delhi,28.642194,77.2215,low
1,789,Green Park,28.55979,77.20682,medium
3,217,Malviya Nagar,28.52798,77.20565,low
6,252,Rajendra Place,28.6425,77.17815,low
3,1038,Mandi House,28.62588,77.2341,high
4,321,Saket,28.518,77.206,low
4,585,Chandni Chowk,28.65785,77.23014,high
2,522,Chhatarpur,28.50671,77.17484,low
4,1427,AIIMS,28.61474,77.21191,low
4,510,Dwarka Sector 21,28.548,77.038,low
2,1194,Rajiv Chowk,28.632818,77.218264,high
1,894,Mandi House,28.62588,77.2341,medium
3,978,Dwarka Sector 21,28.548,77.038,medium
3,343,Hauz Khas,28.54335,77.20667,low
2,468,Rajiv Chowk,28.632818,77.218264,low
5,1269,Patel Chowk,28.62295,77.21389,low
4,946,INA,28.57526,77.20935,medium
2,766,Chandni Chowk,28.65785,77.23014,medium
2,1099,Chhatarpur,28.50671,77.17484,medium
5,1145,Lajpat Nagar,28.57079,77.23653,high
1,1211,Noida City Centre,28.574,77.355,low
3,1235,Dwarka Sector 21,28.548,77.038,low
1,786,Patel Chowk,28.62295,77.21389,medium
5,1192,Rajendra Place,28.6425,77.17815,medium
6,1434,Kashmere Gate,28.6675,77.228167,low
3,642,Dwarka Sector 21,28.548,77.038,medium
6,600,Jor Bagh,28.58708,77.21209,low
4,514,Mandi House,28.62588,77.2341,low
2,487,Rajendra Place,28.6425,77.17815,low
1,61,Dwarka Sector 21,28.548,77.038,low
1,758,Lajpat Nagar,28.57079,77.23653,medium
3,319,Hauz Khas,28.54335,77.20667,low
4,1014,Qutab Minar,28.51302,77.18648,medium
3,676,Chhatarpur,28.50671,77.17484,high
4,19,Lajpat Nagar,28.57079,77.23653,low
5,1204,Kashmere Gate,28.6675,77.228167,low
7,999,Saket,28.518,77.206,low
6,709,Noida City Centre,28.574,77.355,low
1,1402,Rajiv Chowk,28.632818,77.218264,low
4,924,Mandi House,28.62588,77.2341,medium
6,1261,Rajiv Chowk,28.632818,77.218264,low
4,1003,Karol Bagh,28.644,77.18855,high
7,1314,AIIMS,28.61474,77.21191,low
1,262,Rajendra Place,28.6425,77.17815,low
6,57,Qutab Minar,28.51302,77.18648,low
7,1415,Rajiv Chowk,28.632818,77.218264,low
6,157,Mandi House,28.62588,77.2341,low
4,66,Malviya Nagar,28.52798,77.20565,low
2,552,Saket,28.518,77.206,medium
1,1378,Green Park,28.55979,77.20682,low
1,847,Karol Bagh,28.644,77.18855,medium
2,1359,Chandni Chowk,28.65785,77.23014,low
1,998,Mandi House,28.62588,77.2341,medium
5,261,Dwarka Sector 21,28.548,77.038,low
4,549,Kashmere Gate,28.6675,77.228167,medium
4,662,Patel Chowk,28.62295,77.21389,medium
4,707,Hauz Khas,28.54335,77.20667,high
6,366,Mandi House,28.62588,77.2341,low
6,1365,Qutab Minar,28.51302,77.18648,low
7,257,INA,28.57526,77.20935,low
7,818,Chhatarpur,28.50671,77.17484,low
6,1028,Saket,28.518,77.206,low
1,727,Rajendra Place,28.6425,77.17815,medium
4,801,Rajiv Chowk,28.632818,77.218264,low
5,143,Qutab Minar,28.51302,77.18648,low
3,958,Patel Chowk,28.62295,77.21389,medium
6,665,Chandni Chowk,28.65785,77.23014,low
7,851,Patel Chowk,28.62295,77.21389,low
1,862,Green Park,28.55979,77.20682,medium
5,1192,Green Park,28.55979,77.20682,medium
1,1158,Mandi House,28.62588,77.2341,medium
4,489,Karol Bagh,28.644,77.18855,low
3,834,Jor Bagh,28.58708,77.21209,medium
3,1164,New Delhi,28.642194,77.2215,high
3,244,Patel Chowk,28.62295,77.21389,low
1,146,Green Park,28.55979,77.20682,low
2,1202,Karol Bagh,28.644,77.18855,low
4,384,Rajendra Place,28.6425,77.17815,low
2,534,Hauz Khas,28.54335,77.20667,low
1,1046,Patel Chowk,28.62295,77.21389,high
3,808,AIIMS,28.61474,77.21191,medium
4,137,Noida City Centre,28.574,77.355,low
2,166,Dwarka Sector 21,28.548,77.038,low
6,879,AIIMS,28.61474,77.21191,low
4,638,Dwarka Sector 21,28.548,77.038,medium
7,1433,Chhatarpur,28.50671,77.17484,low
5,995,Jor Bagh,28.58708,77.21209,high
3,1076,Chhatarpur,28.50671,77.17484,medium
5,1039,Saket,28.518,77.206,medium
4,405,Noida City Centre,28.574,77.355,low
5,870,Kashmere Gate,28.6675,77.228167,medium
1,711,Karol Bagh,28.644,77.18855,medium
4,1284,Hauz Khas,28.54335,77.20667,low
3,419,Rajiv Chowk,28.632818,77.218264,low
5,375,Jor Bagh,28.58708,77.21209,low
7,711,Hauz Khas,28.54335,77.20667,low
6,160,Dwarka Sector 21,28.548,77.038,low
3,272,Green Park,28.55979,77.20682,low
1,246,Karol Bagh,28.644,77.18855,low
4,576,AIIMS,28.61474,77.21191,medium
5,20,Jor Bagh,28.58708,77.21209,low
4,799,Chandni Chowk,28.65785,77.23014,medium
1,1240,INA,28.57526,77.20935,low
5,1028,Kashmere Gate,28.6675,77.228167,medium
2,955,Green Park,28.55979,77.20682,medium
7,1073,New Delhi,28.642194,77.2215,low
6,708,Patel Chowk,28.62295,77.21389,low
7,795,Karol Bagh,28.644,77.18855,low
4,307,New Delhi,28.642194,77.2215,low
2,24,Hauz Khas,28.54335,77.20667,low
2,713,Green Park,28.55979,77.20682,high
4,422,Green Park,28.55979,77.20682,low
4,931,Patel Chowk,28.62295,77.21389,medium
4,1270,Patel Chowk,28.62295,77.21389,low
2,1245,Mandi House,28.62588,77.2341,low
3,132,Qutab Minar,28.51302,77.18648,low
7,610,New Delhi,28.642194,77.2215,low
7,72,New Delhi,28.642194,77.2215,low
7,326,INA,28.57526,77.20935,low
2,37,Saket,28.518,77.206,low
7,261,INA,28.57526,77.20935,low
7,1072,Mandi House,28.62588,77.2341,low
6,910,Hauz Khas,28.54335,77.20667,low
7,1422,Mandi House,28.62588,77.2341,low
2,665,Jor Bagh,28.58708,77.21209,medium
6,469,AIIMS,28.61474,77.21191,low
7,846,Rajendra Place,28.6425,77.17815,low
1,1140,Kashmere Gate,28.6675,77.228167,medium
6,309,Qutab Minar,28.51302,77.18648,low
2,1106,New Delhi,28.642194,77.2215,medium
6,879,New Delhi,28.642194,77.2215,low
3,1035,Dwarka Sector 21,28.548,77.038,high
2,1354,Green Park,28.55979,77.20682,low
5,685,Kashmere Gate,28.6675,77.228167,medium
6,1361,INA,28.57526,77.20935,low
6,210,Kashmere Gate,28.6675,77.228167,low
6,335,Chandni Chowk,28.65785,77.23014,low
7,160,Qutab Minar,28.51302,77.18648,low
4,1234,Malviya Nagar,28.52798,77.20565,low
7,428,New Delhi,28.642194,77.2215,low
4,788,Jor Bagh,28.58708,77.21209,medium
2,803,Jor Bagh,28.58708,77.21209,medium
3,983,Noida City Centre,28.574,77.355,medium
5,150,Hauz Khas,28.54335,77.20667,low
2,848,Karol Bagh,28.644,77.18855,medium
5,1055,Rajendra Place,28.6425,77.17815,high
3,20,Lajpat Nagar,28.57079,77.23653,low
2,1400,INA,28.57526,77.20935,low
5,100,Saket,28.518,77.206,low
6,1359,Hauz Khas,28.54335,77.20667,low
3,63,Noida City Centre,28.574,77.355,low
4,739,Karol Bagh,28.644,77.18855,medium
3,1296,INA,28.57526,77.20935,low
6,220,INA,28.57526,77.20935,low
2,513,INA,28.57526,77.20935,low
2,1411,Rajendra Place,28.6425,77.17815,low
6,675,Malviya Nagar,28.52798,77.20565,low
4,200,Green Park,28.55979,77.20682,low
6,701,Dwarka Sector 21,28.548,77.038,low
7,511,Rajiv Chowk,28.632818,77.218264,low
3,824,Rajiv Chowk,28.632818,77.218264,low
4,1137,Qutab Minar,28.51302,77.18648,medium
4,137,Rajiv Chowk,28.632818,77.218264,low
6,815,AIIMS,28.61474,77.21191,low
2,581,Rajendra Place,28.6425,77.17815,medium
3,1109,Noida City Centre,28.574,77.355,medium
1,1025,Noida City Centre,28.574,77.355,high
2,1227,Patel Chowk,28.62295,77.21389,low
2,1039,Qutab Minar,28.51302,77.18648,high
2,8,Qutab Minar,28.51302,77.18648,low
3,247,Kashmere Gate,28.6675,77.228167,low
5,956,Lajpat Nagar,28.57079,77.23653,medium
4,847,Malviya Nagar,28.52798,77.20565,medium
5,182,Lajpat Nagar,28.57079,77.23653,low
4,173,Karol Bagh,28.644,77.18855,low
7,720,Green Park,28.55979,77.20682,low
4,709,Malviya Nagar,28.52798,77.20565,medium
5,341,AIIMS,28.61474,77.21191,low
6,792,AIIMS,28.61474,77.21191,low
7,1162,Chandni Chowk,28.65785,77.23014,low
6,550,Rajendra Place,28.6425,77.17815,low
6,48,Dwarka Sector 21,28.548,77.038,low
5,624,AIIMS,28.61474,77.21191,high
7,539,Chhatarpur,28.50671,77.17484,low
7,607,Dwarka Sector 21,28.548,77.038,low
6,524,INA,28.57526,77.20935,low
4,983,Rajendra Place,28.6425,77.17815,medium
7,809,Green Park,28.55979,77.20682,low
6,486,Kashmere Gate,28.6675,77.228167,low
5,894,Chhatarpur,28.50671,77.17484,medium
6,696,Rajendra Place,28.6425,77.17815,low
7,69,New Delhi,28.642194,77.2215,low
7,185,Dwarka Sector 21,28.548,77.038,low
5,709,Patel Chowk,28.62295,77.21389,medium
6,908,Jor Bagh,28.58708,77.21209,low
2,290,Qutab Minar,28.51302,77.18648,low
5,1427,INA,28.57526,77.20935,low
7,1210,Patel Chowk,28.62295,77.21389,low
4,31,INA,28.57526,77.20935,low
5,583,Chandni Chowk,28.65785,77.23014,medium
2,1304,Kashmere Gate,28.6675,77.228167,low
1,850,Malviya Nagar,28.52798,77.20565,medium
1,1150,Jor Bagh,28.58708,77.21209,medium
6,470,Rajendra Place,28.6425,77.17815,low
1,1087,Green Park,28.55979,77.20682,medium
5,85,Saket,28.518,77.206,low
2,1,Malviya Nagar,28.52798,77.20565,low
1,457,AIIMS,28.61474,77.21191,low
5,1124,INA,28.57526,77.20935,medium
1,323,Chandni Chowk,28.65785,77.23014,low
7,1183,New Delhi,28.642194,77.2215,low
4,811,Noida City Centre,28.574,77.355,medium
4,450,Saket,28.518,77.206,low
2,35,Malviya Nagar,28.52798,77.20565,low
6,908,INA,28.57526,77.20935,low
3,512,Karol Bagh,28.644,77.18855,low
2,768,Qutab Minar,28.51302,77.18648,medium
4,989,Patel Chowk,28.62295,77.21389,high
4,1311,New Delhi,28.642194,77.2215,low
5,1288,Chandni Chowk,28.65785,77.23014,low
3,830,New Delhi,28.642194,77.2215,medium
4,587,Rajendra Place,28.6425,77.17815,medium
5,835,INA,28.57526,77.20935,medium
4,69,Saket,28.518,77.206,low
3,800,Rajendra Place,28.6425,77.17815,medium
2,1230,Malviya Nagar,28.52798,77.20565,low
1,803,Karol Bagh,28.644,77.18855,medium
6,1222,Lajpat Nagar,28.57079,77.23653,low
5,699,New Delhi,28.642194,77.2215,high
4,1125,Lajpat Nagar,28.57079,77.23653,medium
4,493,Chhatarpur,28.50671,77.17484,low
7,724,Rajiv Chowk,28.632818,77.218264,low
5,878,Qutab Minar,28.51302,77.18648,medium
1,119,Chhatarpur,28.50671,77.17484,low
3,434,Hauz Khas,28.54335,77.20667,low
2,1207,Chandni Chowk,28.65785,77.23014,low
4,859,Hauz Khas,28.54335,77.20667,medium
3,557,AIIMS,28.61474,77.21191,medium
7,1041,Saket,28.518,77.206,low
6,66,Rajiv Chowk,28.632818,77.218264,low
3,1056,Dwarka Sector 21,28.548,77.038,medium
3,28,Rajiv Chowk,28.632818,77.218264,low
7,601,Kashmere Gate,28.6675,77.228167,low
1,646,Jor Bagh,28.58708,77.21209,high
7,956,Noida City Centre,28.574,77.355,low
1,52,New Delhi,28.642194,77.2215,low
5,1375,Kashmere Gate,28.6675,77.228167,low
1,923,Rajiv Chowk,28.632818,77.218264,low
5,1037,INA,28.57526,77.20935,medium
3,803,Rajendra Place,28.6425,77.17815,medium
7,474,Malviya Nagar,28.52798,77.20565,low
6,1016,Mandi House,28.62588,77.2341,low
2,823,Mandi House,28.62588,77.2341,medium
2,1175,Dwarka Sector 21,28.548,77.038,medium
5,1237,Rajiv Chowk,28.632818,77.218264,low
1,431,Lajpat Nagar,28.57079,77.23653,low
5,1087,Chandni Chowk,28.65785,77.23014,medium
5,774,Rajendra Place,28.6425,77.17815,medium
1,1072,Saket,28.518,77.206,medium
2,223,Karol Bagh,28.644,77.18855,low
1,717,INA,28.57526,77.20935,high
2,1352,Mandi House,28.62588,77.2341,low
6,518,Chhatarpur,28.50671,77.17484,low
3,1290,Hauz Khas,28.54335,77.20667,low
1,177,Kashmere Gate,28.6675,77.228167,low
6,85,Dwarka Sector 21,28.548,77.038,low
7,723,INA,28.57526,77.20935,low
3,29,Noida City Centre,28.574,77.355,low
3,340,Dwarka Sector 21,28.548,77.038,low
3,129,Dwarka Sector 21,28.548,77.038,low
3,1156,Hauz Khas,28.54335,77.20667,medium
5,1279,Malviya Nagar,28.52798,77.20565,low
1,1399,Dwarka Sector 21,28.548,77.038,low
7,285,Karol Bagh,28.644,77.18855,low
5,1110,Karol Bagh,28.644,77.18855,medium
6,857,Malviya Nagar,28.52798,77.20565,low
4,881,Malviya Nagar,28.52798,77.20565,medium
6,793,Rajiv Chowk,28.632818,77.218264,low
7,1072,Hauz Khas,28.54335,77.20667,low
3,145,Dwarka Sector 21,28.548,77.038,low
7,634,INA,28.57526,77.20935,low
6,435,New Delhi,28.642194,77.2215,low
5,963,Dwarka Sector 21,28.548,77.038,medium
2,1093,Chhatarpur,28.50671,77.17484,medium
3,594,Malviya Nagar,28.52798,77.20565,high
1,1081,INA,28.57526,77.20935,medium
5,402,Chandni Chowk,28.65785,77.23014,low
2,329,Green Park,28.55979,77.20682,low
6,418,Dwarka Sector 21,28.548,77.038,low
7,1401,Noida City Centre,28.574,77.355,low
6,17,Malviya Nagar,28.52798,77.20565,low
4,782,Hauz Khas,28.54335,77.20667,medium
5,341,Karol Bagh,28.644,77.18855,low
4,250,New Delhi,28.642194,77.2215,low
3,1145,Patel Chowk,28.62295,77.21389,high
5,667,Kashmere Gate,28.6675,77.228167,medium
2,457,Chandni Chowk,28.65785,77.23014,low
1,962,Chandni Chowk,28.65785,77.23014,high
4,115,Qutab Minar,28.51302,77.18648,low
4,919,Rajendra Place,28.6425,77.17815,medium
7,926,Jor Bagh,28.58708,77.21209,low
1,1214,Saket,28.518,77.206,low
6,1361,AIIMS,28.61474,77.21191,low
5,1242,Chhatarpur,28.50671,77.17484,low
7,68,AIIMS,28.61474,77.21191,low
1,319,Karol Bagh,28.644,77.18855,low
4,654,Qutab Minar,28.51302,77.18648,medium
3,68,Malviya Nagar,28.52798,77.20565,low
5,1278,Patel Chowk,28.62295,77.21389,low
2,1391,Hauz Khas,28.54335,77.20667,low
2,855,New Delhi,28.642194,77.2215,medium
4,896,New Delhi,28.642194,77.2215,medium
5,987,Saket,28.518,77.206,medium
5,1317,Chandni Chowk,28.65785,77.23014,low
3,1222,Hauz Khas,28.54335,77.20667,low
6,358,Saket,28.518,77.206,low
3,699,Jor Bagh,28.58708,77.21209,medium
1,387,Malviya Nagar,28.52798,77.20565,low
3,1180,Jor Bagh,28.58708,77.21209,high
4,529,Green Park,28.55979,77.20682,low
1,1422,Patel Chowk,28.62295,77.21389,low
3,468,Mandi House,28.62588,77.2341,low
3,363,Malviya Nagar,28.52798,77.20565,low
4,615,Patel Chowk,28.62295,77.21389,medium
6,1061,Mandi House,28.62588,77.2341,low
2,661,Chhatarpur,28.50671,77.17484,medium
6,858,AIIMS,28.61474,77.21191,low
5,99,Noida City Centre,28.574,77.355,low
7,1066,Chandni Chowk,28.65785,77.23014,low
1,210,Patel Chowk,28.62295,77.21389,low
3,886,Chandni Chowk,28.65785,77.23014,medium
2,475,Saket,28.518,77.206,low
7,705,Chhatarpur,28.50671,77.17484,low
3,941,Kashmere Gate,28.6675,77.228167,medium
3,861,Green Park,28.55979,77.20682,medium
1,1329,Saket,28.518,77.206,low
1,1353,Patel Chowk,28.62295,77.21389,low
7,1089,Green Park,28.55979,77.20682,low
5,1115,New Delhi,28.642194,77.2215,medium
5,429,INA,28.57526,77.20935,low
7,1193,Kashmere Gate,28.6675,77.228167,low
3,888,Karol Bagh,28.644,77.18855,medium
6,123,Rajendra Place,28.6425,77.17815,low
7,993,Hauz Khas,28.54335,77.20667,low
5,877,Rajendra Place,28.6425,77.17815,medium
2,1281,Rajiv Chowk,28.632818,77.218264,low
6,704,Mandi House,28.62588,77.2341,low
2,1409,Jor Bagh,28.58708,77.21209,low
7,423,Karol Bagh,28.644,77.18855,low
5,308,Chhatarpur,28.50671,77.17484,low
3,1277,Karol Bagh,28.644,77.18855,low
2,571,Patel Chowk,28.62295,77.21389,high
4,109,Rajendra Place,28.6425,77.17815,low
1,648,Rajendra Place,28.6425,77.17815,medium
6,963,Rajendra Place,28.6425,77.17815,low
6,273,Qutab Minar,28.51302,77.18648,low
2,1096,Jor Bagh,28.58708,77.21209,high
1,1310,Chhatarpur,28.50671,77.17484,low
7,340,INA,28.57526,77.20935,low
6,297,Lajpat Nagar,28.57079,77.23653,low
1,773,Malviya Nagar,28.52798,77.20565,medium
6,1075,Chandni Chowk,28.65785,77.23014,low
7,329,Jor Bagh,28.58708,77.21209,low
6,773,Qutab Minar,28.51302,77.18648,low
4,513,Dwarka Sector 21,28.548,77.038,low
4,368,Saket,28.518,77.206,low
6,961,INA,28.57526,77.20935,low
2,1401,New Delhi,28.642194,77.2215,low
3,1334,Chhatarpur,28.50671,77.17484,low
4,1147,Lajpat Nagar,28.57079,77.23653,medium
7,1423,Malviya Nagar,28.52798,77.20565,low
4,1078,Hauz Khas,28.54335,77.20667,medium
5,387,Chandni Chowk,28.65785,77.23014,low
7,1250,Chandni Chowk,28.65785,77.23014,low
2,1171,AIIMS,28.61474,77.21191,medium
1,359,Lajpat Nagar,28.57079,77.23653,low
2,1045,Karol Bagh,28.644,77.18855,high
7,802,New Delhi,28.642194,77.2215,medium
3,492,Hauz Khas,28.54335,77.20667,low
3,194,Dwarka Sector 21,28.548,77.038,low
3,562,Qutab Minar,28.51302,77.18648,high
3,569,Rajendra Place,28.6425,77.17815,medium
7,1104,Kashmere Gate,28.6675,77.228167,low
2,651,Noida City Centre,28.574,77.355,medium
5,489,Chhatarpur,28.50671,77.17484,low
3,7,Kashmere Gate,28.6675,77.228167,low
2,710,Rajiv Chowk,28.632818,77.218264,high
2,57,Jor Bagh,28.58708,77.21209,low
2,1034,INA,28.57526,77.20935,medium
4,972,AIIMS,28.61474,77.21191,high
3,1367,INA,28.57526,77.20935,low
7,1254,Mandi House,28.62588,77.2341,low
3,914,New Delhi,28.642194,77.2215,medium
7,1119,Dwarka Sector 21,28.548,77.038,low
3,907,Jor Bagh,28.58708,77.21209,medium
4,1031,Chandni Chowk,28.65785,77.23014,high
6,894,Dwarka Sector 21,28.548,77.038,low
1,398,AIIMS,28.61474,77.21191,low
7,750,AIIMS,28.61474,77.21191,low
5,855,Rajiv Chowk,28.632818,77.218264,medium
7,1105,Hauz Khas,28.54335,77.20667,low
5,642,Green Park,28.55979,77.20682,high
3,1280,Jor Bagh,28.58708,77.21209,low
3,897,INA,28.57526,77.20935,medium
1,1403,Jor Bagh,28.58708,77.21209,low
7,1102,Qutab Minar,28.51302,77.18648,low
2,41,Hauz Khas,28.54335,77.20667,low
2,740,Dwarka Sector 21,28.548,77.038,medium
4,362,Chhatarpur,28.50671,77.17484,low
5,1333,Qutab Minar,28.51302,77.18648,low
4,956,Mandi House,28.62588,77.2341,medium
4,428,INA,28.57526,77.20935,low
4,414,Kashmere Gate,28.6675,77.228167,low
1,1134,Karol Bagh,28.644,77.18855,medium
4,85,Mandi House,28.62588,77.2341,low
4,322,Chandni Chowk,28.65785,77.23014,low
2,1052,Jor Bagh,28.58708,77.21209,medium
2,424,New Delhi,28.642194,77.2215,low
3,1246,Jor Bagh,28.58708,77.21209,low
5,581,Rajiv Chowk,28.632818,77.218264,high
3,1169,Saket,28.518,77.206,medium
6,184,Kashmere Gate,28.6675,77.228167,low
7,490,Green Park,28.55979,77.20682,low
7,1335,Lajpat Nagar,28.57079,77.23653,low
7,1392,Karol Bagh,28.644,77.18855,low
2,194,Rajiv Chowk,28.632818,77.218264,low
6,1412,Rajiv Chowk,28.632818,77.218264,low
4,843,Chandni Chowk,28.65785,77.23014,medium
7,768,Karol Bagh,28.644,77.18855,low
2,294,Green Park,28.55979,77.20682,low
3,743,Qutab Minar,28.51302,77.18648,medium
3,148,Rajendra Place,28.6425,77.17815,low
7,5,Mandi House,28.62588,77.2341,low
6,678,Chhatarpur,28.50671,77.17484,low
5,774,Malviya Nagar,28.52798,77.20565,medium
2,1177,AIIMS,28.61474,77.21191,high
1,213,Patel Chowk,28.62295,77.21389,low
5,639,New Delhi,28.642194,77.2215,high
4,163,Qutab Minar,28.51302,77.18648,low
4,849,Rajiv Chowk,28.632818,77.218264,medium
6,1351,Rajiv Chowk,28.632818,77.218264,low
2,797,Rajiv Chowk,28.632818,77.218264,medium
3,857,New Delhi,28.642194,77.2215,medium
1,1304,Dwarka Sector 21,28.548,77.038,low
4,536,Chandni Chowk,28.65785,77.23014,low
6,687,Noida City Centre,28.574,77.355,low
5,1298,INA,28.57526,77.20935,low
1,777,Noida City Centre,28.574,77.355,medium
3,568,AIIMS,28.61474,77.21191,medium
1,852,Kashmere Gate,28.6675,77.228167,medium
6,1006,Jor Bagh,28.58708,77.21209,low
5,589,Chhatarpur,28.50671,77.17484,medium
4,452,Rajendra Place,28.6425,77.17815,low
1,881,AIIMS,28.61474,77.21191,medium
1,363,Patel Chowk,28.62295,77.21389,low
2,433,Lajpat Nagar,28.57079,77.23653,low
5,399,Qutab Minar,28.51302,77.18648,low
3,520,Patel Chowk,28.62295,77.21389,low
4,156,New Delhi,28.642194,77.2215,low
6,31,Kashmere Gate,28.6675,77.228167,low
7,351,Malviya Nagar,28.52798,77.20565,low
5,767,Noida City Centre,28.574,77.355,medium
2,499,New Delhi,28.642194,77.2215,low
3,1308,New Delhi,28.642194,77.2215,low
7,871,New Delhi,28.642194,77.2215,low
4,193,Green Park,28.55979,77.20682,low
5,695,Lajpat Nagar,28.57079,77.23653,medium
2,1345,Karol Bagh,28.644,77.18855,low
7,249,INA,28.57526,77.20935,low
7,165,Saket,28.518,77.206,low
4,1177,Lajpat Nagar,28.57079,77.23653,medium
3,523,Rajendra Place,28.6425,77.17815,low
2,1152,Kashmere Gate,28.6675,77.228167,medium
6,339,Chhatarpur,28.50671,77.17484,low
7,1185,Mandi House,28.62588,77.2341,low
2,11,Hauz Khas,28.54335,77.20667,low
5,1375,Hauz Khas,28.54335,77.20667,low
1,730,Chhatarpur,28.50671,77.17484,medium
1,1042,Hauz Khas,28.54335,77.20667,high
7,1392,Dwarka Sector 21,28.548,77.038,low
2,226,Patel Chowk,28.62295,77.21389,low
7,803,Malviya Nagar,28.52798,77.20565,low
1,246,Chhatarpur,28.50671,77.17484,low
4,1243,Hauz Khas,28.54335,77.20667,low
2,684,Green Park,28.55979,77.20682,high
7,670,Rajiv Chowk,28.632818,77.218264,low
4,466,Rajiv Chowk,28.632818,77.218264,low
3,1229,AIIMS,28.61474,77.21191,low
2,1230,Kashmere Gate,28.6675,77.228167,low
2,110,Mandi House,28.62588,77.2341,low
7,1409,Karol Bagh,28.644,77.18855,low
3,93,Hauz Khas,28.54335,77.20667,low
4,513,Hauz Khas,28.54335,77.20667,low
4,311,Noida City Centre,28.574,77.355,low
5,471,Karol Bagh,28.644,77.18855,low
3,605,Qutab Minar,28.51302,77.18648,medium
7,1390,Rajiv Chowk,28.632818,77.218264,low
4,1315,Karol Bagh,28.644,77.18855,low
3,526,Jor Bagh,28.58708,77.21209,low
5,1196,INA,28.57526,77.20935,medium
3,316,Dwarka Sector 21,28.548,77.038,low
7,729,Chhatarpur,28.50671,77.17484,low
1,391,Qutab Minar,28.51302,77.18648,low
1,1070,Karol Bagh,28.644,77.18855,high
6,521,Green Park,28.55979,77.20682,low
3,1139,Chandni Chowk,28.65785,77.23014,medium
6,503,Green Park,28.55979,77.20682,low
5,1328,AIIMS,28.61474,77.21191,low
5,653,Rajiv Chowk,28.632818,77.218264,medium
3,117,New Delhi,28.642194,77.2215,low
6,1046,Lajpat Nagar,28.57079,77.23653,low
6,216,Saket,28.518,77.206,low
5,56,Rajendra Place,28.6425,77.17815,low
1,1140,Rajendra Place,28.6425,77.17815,medium
2,955,AIIMS,28.61474,77.21191,medium
2,214,Saket,28.518,77.206,low
5,106,Rajiv Chowk,28.632818,77.218264,low
3,591,Saket,28.518,77.206,medium
4,1172,Lajpat Nagar,28.57079,77.23653,medium
5,219,Karol Bagh,28.644,77.18855,low
4,255,Kashmere Gate,28.6675,77.228167,low
3,20,Saket,28.518,77.206,low
2,524,New Delhi,28.642194,77.2215,low
4,1081,Patel Chowk,28.62295,77.21389,high
6,567,Qutab Minar,28.51302,77.18648,low
4,674,Qutab Minar,28.51302,77.18648,medium
7,426,Saket,28.518,77.206,low
3,569,Saket,28.518,77.206,medium
4,829,Noida City Centre,28.574,77.355,medium
1,906,Jor Bagh,28.58708,77.21209,medium
2,806,AIIMS,28.61474,77.21191,medium
6,118,Jor Bagh,28.58708,77.21209,low
7,962,Mandi House,28.62588,77.2341,low
1,303,Lajpat Nagar,28.57079,77.23653,low
5,216,New Delhi,28.642194,77.2215,low
1,395,Chhatarpur,28.50671,77.17484,low
5,1216,Green Park,28.55979,77.20682,low
5,1309,INA,28.57526,77.20935,low
3,271,AIIMS,28.61474,77.21191,low
6,1199,Chhatarpur,28.50671,77.17484,low
1,626,Mandi House,28.62588,77.2341,medium
5,505,INA,28.57526,77.20935,low
1,823,Patel Chowk,28.62295,77.21389,medium
2,810,New Delhi,28.642194,77.2215,medium
7,672,Noida City Centre,28.574,77.355,low
4,764,Saket,28.518,77.206,medium
6,881,AIIMS,28.61474,77.21191,low
5,593,Green Park,28.55979,77.20682,medium
1,444,Chhatarpur,28.50671,77.17484,low
4,402,Chandni Chowk,28.65785,77.23014,low
4,1071,Jor Bagh,28.58708,77.21209,medium
4,645,Kashmere Gate,28.6675,77.228167,high
3,1326,AIIMS,28.61474,77.21191,low
1,508,Chhatarpur,28.50671,77.17484,low
2,998,Rajendra Place,28.6425,77.17815,high
3,320,Jor Bagh,28.58708,77.21209,low
7,1055,Noida City Centre,28.574,77.355,low
7,1255,Karol Bagh,28.644,77.18855,low
1,428,Karol Bagh,28.644,77.18855,low
7,732,Noida City Centre,28.574,77.355,low
5,750,Karol Bagh,28.644,77.18855,medium
6,1429,AIIMS,28.61474,77.21191,low
1,1068,Jor Bagh,28.58708,77.21209,medium
3,385,Chhatarpur,28.50671,77.17484,low
5,1144,Hauz Khas,28.54335,77.20667,high
2,594,Malviya Nagar,28.52798,77.20565,high
1,172,New Delhi,28.642194,77.2215,low
5,1233,Lajpat Nagar,28.57079,77.23653,low
